city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,station_avg_temp_c,station_max_temp_c,station_min_temp_c,reanalysis_min_air_temp_k,reanalysis_specific_humidity_g_per_kg,station_diur_temp_rng_c,precipitation_amt_mm,reanalysis_sat_precip_amt_mm,reanalysis_precip_amt_kg_per_m2,station_precip_mm,reanalysis_relative_humidity_percent,reanalysis_tdtr_k
sj,1990,32,6/8/1990,,0.06433333,0.1644429,0.1388571,300.3914286,300.4785714,296.5328571,302.5,28.2,33.3,23.3,298.8,17.95,7.557142857,28.8,28.8,20,11.4,79.65,2.328571429
sj,1990,33,13/8/1990,,0.1280333,0.2069571,0.1682429,299.9585714,299.9571429,297.0357143,302.6,28.04285714,32.8,22.8,298.5,18.51571429,6.685714286,90.75,90.75,101.9,44.7,84.17857143,1.857142857
sj,1990,34,20/8/1990,0.1902333,0.1688,0.1676571,0.1722857,300.3328571,300.4142857,296.7285714,302.5,28.34285714,33.3,23.3,298.1,18.17428571,7.014285714,32.4,32.4,25.9,5.4,80.94714286,2.485714286
sj,1990,35,27/8/1990,0.2529,0.33075,0.2641714,0.2843143,300.1185714,300.2214286,297.0171429,302.2,28.65714286,32.2,24.4,298.7,18.51571429,6.528571429,40.94,40.94,39.8,13.7,83.34857143,1.9
sj,1990,36,3/9/1990,0.2354,0.200025,0.2838167,0.2304429,300.53,300.6357143,296.1171429,303.8,28.32857143,32.8,23.3,298,17.56,7.614285714,28.86,28.86,30.4,14.2,77.17285714,3.471428571
sj,1990,37,10/9/1990,0.1279667,0.4371,0.1234,0.1482833,300.6742857,300.7928571,297.1928571,302.9,28.68571429,33.9,24.4,299,18.77714286,8.057142857,64.56,64.56,24.18,25.9,81.55142857,2.9
sj,1990,38,17/9/1990,0.19635,0.1824333,0.2548286,0.3056857,299.8571429,299.9,296.4314286,301.7,28.24285714,32.8,23.9,298.7,17.89285714,8.114285714,143.73,143.73,36.6,3.3,81.63714286,1.742857143
sj,1990,39,24/9/1990,0.1161,0.2609,0.1994429,0.2442167,300.4271429,300.6,296.0285714,302.4,28.34285714,32.8,24.4,299.1,17.46857143,7.728571429,51.39,51.39,16.4,15.8,77.04857143,2.257142857
sj,1990,40,1/10/1990,0.22855,0.18975,0.2124857,0.2011857,300.7757143,300.85,296.6642857,303.3,28.77142857,33.3,23.9,299.1,18.18,8.028571429,31.18,31.18,36.1,11.7,78.52,2.9
sj,1990,41,8/10/1990,0.17115,0.06755,0.1794667,0.1577167,299.8571429,299.9428571,296.9285714,301.8,28.62857143,33.3,24.4,298.1,18.51285714,7.314285714,51.42,51.42,132.4,57.7,84.11,2.571428571
sj,1990,42,15/10/1990,,0.0702,0.1816167,0.16575,299.1957143,299.3071429,296.5442857,301.5,27.62857143,32.8,23.3,297.5,18.11571429,7.4,143.55,143.55,279.6,61.8,85.62142857,1.871428571
sj,1990,43,22/10/1990,0.1462,0.08975,0.1288286,0.1239286,298.9028571,299.0428571,296.2571429,300.9,26.77142857,32.2,21.7,297.2,17.75,7.628571429,127.03,127.03,94.52,91.5,85.50285714,1.8
sj,1990,44,29/10/1990,0.25225,0.1834333,0.318,0.2959,299.7271429,299.7785714,296.5342857,301.4,27.97142857,33.3,22.8,298.5,18.03428571,8.642857143,101.35,101.35,22.26,6.3,82.78714286,1.785714286
sj,1990,45,5/11/1990,0.1526,0.181775,0.1783286,0.1866286,299.9728571,300.0357143,296.5642857,302.2,28.47142857,33.3,23.9,298.5,18.07428571,8.428571429,20.46,20.46,14.4,6.6,81.71571429,2.385714286
sj,1990,46,12/11/1990,0.2908,0.2246,0.1803857,0.2348857,300.35,300.5,295.6871429,302.3,27.54285714,32.8,22.2,298.8,17.08571429,8.6,20,20,7.1,38.9,75.72857143,2.2
sj,1990,47,19/11/1990,0.2722,0.33035,0.1316333,0.1253833,299.5114286,299.6357143,295.3757143,301.6,26.8,31.7,22.2,297,16.75285714,7.414285714,20.04,20.04,36.7,9.6,78.15142857,2.528571429
sj,1990,48,26/11/1990,0.1367667,0.216525,0.1767857,0.1415857,298.2385714,298.2642857,294.8114286,300.2,26.2,31.1,20.6,296.5,16.20857143,7.128571429,33.61,33.61,44.3,26.7,81.38571429,1.985714286
sj,1990,49,3/12/1990,0.1098,0.0886,0.2667833,0.2517,298.5428571,298.6857143,294.7828571,300.8,25.98571429,29.4,22.2,296.7,16.16142857,5.542857143,9.96,9.96,71.8,69,79.90857143,2.057142857
sj,1990,50,10/12/1990,0.12135,0.26166,0.1913857,0.2099857,298.2028571,298.2785714,292.0042857,300.6,24.68571429,29.4,19.4,296.1,13.61571429,7.771428571,0,0,4.1,2.8,68.72285714,2.985714286
sj,1990,51,17/12/1990,0.2931333,0.2668667,0.2608571,0.3027286,298.2971429,298.3785714,294.5585714,300.9,25.71428571,30.6,21.1,296,15.95428571,6.585714286,52.45,52.45,32.31,19.8,80.08285714,2.871428571
sj,1990,52,24/12/1990,0.3025,0.2772333,0.1712667,0.1616222,298.0385714,298.0857143,292.1057143,299.8,25.15714286,28.9,21.1,295.3,13.68285714,5.842857143,0,0,5.46,20.9,69.68142857,2.285714286
sj,1991,1,1/1/1991,0.1465,0.1404667,0.1515,0.1673143,297.06,297.1357143,291.9071429,299,24.38571429,29.4,18.9,293.9,13.51142857,7.457142857,0,0,4.8,5.3,72.93857143,2.528571429
sj,1991,2,8/1/1991,,0.1004667,0.2519,0.1376167,297.6742857,297.8285714,293.2828571,299.3,24.91428571,28.3,21.1,295.8,14.67142857,6.314285714,15.85,15.85,26.33,31.7,76.62857143,1.885714286
sj,1991,3,15/1/1991,,0.2935667,0.2599429,0.2179,297.4228571,297.6571429,293.4128571,299.3,25.24285714,29.4,21.1,296.1,14.79857143,6.571428571,0,0,27.4,16.5,78.5,2
sj,1991,4,22/1/1991,0.3313,0.3093333,0.2210286,0.2027571,297.8842857,298.15,292.3828571,300.3,24.71428571,29.4,18.3,296,13.87857143,7.771428571,0,0,0.7,6.8,71.59714286,2.557142857
sj,1991,5,29/1/1991,0.0917,0.246425,0.2438571,0.1956,298.0442857,298.2285714,292.5728571,300.1,24.82857143,30,18.9,295,14.04428571,8.157142857,0,0,5.7,5.9,71.78428571,2.771428571
sj,1991,6,5/2/1991,0.3801,0.2285667,0.2550429,0.2258,297.74,297.9285714,293.15,299.7,25.05714286,30,20.6,295,14.54142857,6.885714286,0,0,19.69,7.3,75.79428571,2.428571429
sj,1991,7,12/2/1991,0.0712,0.2211,0.2762429,0.2673429,296.8842857,297.1142857,292.9728571,300.2,25.14285714,32.2,18.9,294.1,14.46,8.871428571,18.05,18.05,21.4,5.6,78.89571429,3.2
sj,1991,8,19/2/1991,,0.2094,0.1084333,0.1194,297.4142857,297.6142857,293.6314286,300.1,25.84285714,32.2,20,295.8,15.03571429,8.471428571,0,0,26.2,17.8,79.74,2.571428571
sj,1991,9,26/2/1991,0.1702,0.2086,0.13752,0.1914333,297.5057143,297.8285714,293.4071429,299.8,25.25714286,30.6,20,295.8,14.79428571,7.2,31.79,31.79,23.8,30.7,77.97714286,2.114285714
sj,1991,10,5/3/1991,0.21075,0.2641,0.2476857,0.2163571,297.7771429,298.0785714,293.5314286,300.3,26.01428571,31.1,20.6,296.4,14.92,8.314285714,0,0,8.3,10.9,77.31571429,2.242857143
sj,1991,11,12/3/1991,,,0.21325,0.2405429,297.4314286,297.6357143,293.3357143,300.1,25.92857143,31.7,20.6,295.7,14.78714286,8.971428571,0,0,13.37,3.6,78.13857143,2.728571429
sj,1991,12,19/3/1991,0.1279,0.1784,0.1470143,0.1593,297.4071429,297.6142857,293.2542857,300.4,26.08571429,32.2,21.1,295.4,14.74571429,6.971428571,0,0,11.1,5.7,77.88285714,2.542857143
sj,1991,13,26/3/1991,0.28035,0.223575,0.2478833,0.2473857,297.47,297.6928571,293.74,301,26.05714286,32.2,22.2,295.7,15.14857143,6.585714286,0,0,21.26,26.9,80.00142857,2.757142857
sj,1991,14,2/4/1991,0.1691,0.216825,0.2605143,0.2219714,297.0642857,297.1857143,292.48,299.4,25.24285714,28.9,20.6,295.4,13.99142857,6.814285714,12.92,12.92,20.9,4.1,75.66285714,2.285714286
sj,1991,15,9/4/1991,0.1765,0.2763,0.1845333,0.1773667,297.3728571,297.6571429,293.6157143,299.2,25.3,28.9,21.1,295.9,14.99285714,6.514285714,6,6,19.78,18.8,79.62857143,2.628571429
sj,1991,16,16/4/1991,0.0774,0.1024,0.16355,0.2061667,297.2842857,297.3928571,292.17,298.9,25.51428571,29.4,21.1,296,13.73285714,6.271428571,44.57,44.57,21.9,19.4,73.35142857,2.014285714
sj,1991,17,23/4/1991,,0.18845,0.1883143,0.2249429,298.0742857,298.2357143,294.0285714,299.6,26.52857143,32.8,21.7,296.7,15.46142857,8.014285714,32.72,32.72,19.7,3.5,78.44714286,2.3
sj,1991,18,30/4/1991,0.2091667,0.160575,0.1761714,0.1761714,298.8314286,299.0714286,294.97,301,27.31428571,32.2,22.8,297.1,16.31428571,7.714285714,0,0,8.38,2.8,79.36,2.8
sj,1991,19,7/5/1991,0.11595,0.180175,0.1063857,0.1111857,298.6385714,298.7214286,294.8128571,300.9,26.92857143,31.7,22.8,297.2,16.18571429,6.928571429,35.38,35.38,20.6,40.2,79.54142857,2.414285714
sj,1991,20,14/5/1991,,0.10455,0.15115,0.0964,298.3257143,298.4071429,294.6185714,300.1,26.52857143,30.6,22.8,296.6,15.97428571,6.585714286,4.16,4.16,35.37,32.8,80.06714286,2.5
sj,1991,21,21/5/1991,0.0669,0.1335667,0.09711667,0.1356,298.5842857,298.4571429,295.1242857,300.4,27.38571429,31.7,22.8,297,16.50142857,6.7,51.16,51.16,59.3,3.6,81.30142857,1.857142857
sj,1991,22,28/5/1991,0.1401,0.1594667,0.2143167,0.2571,298.8085714,298.8857143,295.2742857,301.1,27.94285714,33.3,23.3,297.3,16.64571429,7.014285714,55.37,55.37,43.4,5.6,81.08857143,2.142857143
sj,1991,23,4/6/1991,0.08585,0.087,0.1196,0.1659286,299.5185714,299.75,294.9257143,301.6,28.07142857,33.3,23.3,297.4,16.32428571,7.5,8.08,8.08,5,20.6,76.07428571,2.871428571
sj,1991,24,11/6/1991,0.1091,0.1564667,0.1734286,0.1739714,299.8914286,300.0714286,295.4928571,301.8,28.22857143,33.9,23.9,298.4,16.88285714,7.971428571,6.09,6.09,5.82,9.4,77.03571429,2.4
sj,1991,25,18/6/1991,0.0596,0.09235,0.1301286,0.1306429,299.7757143,299.9714286,296.3,301.9,28.92857143,33.9,25,298.4,17.70428571,7.142857143,44.25,44.25,17,3.3,81.42142857,2.171428571
sj,1991,26,25/6/1991,0.07965,0.122,0.1851143,0.1582429,299.41,299.4785714,296.2285714,302.5,27.91428571,32.8,22.8,297.7,17.62857143,7.4,73.76,73.76,37.8,12.4,82.74571429,2.042857143
sj,1991,27,2/7/1991,,0.1779333,0.2015286,0.1981571,299.3714286,299.3857143,295.9457143,302.4,28.37142857,32.8,23.9,297.4,17.35285714,6.6,26.7,26.7,51.99,24.7,81.69428571,2.142857143
sj,1991,28,9/7/1991,0.0969,,0.13805,0.1679167,300.0014286,300.1714286,295.7914286,302.1,28.41428571,32.8,24.4,297.9,17.15142857,6.671428571,6.13,6.13,18.7,4.6,77.87714286,2.428571429
sj,1991,29,16/7/1991,,0.07733333,0.09982857,0.1166429,300.2342857,300.3428571,296.0814286,302.2,28.8,33.9,23.9,298.6,17.47285714,6.914285714,29.67,29.67,23.6,12.2,78.24142857,2.428571429
sj,1991,30,23/7/1991,0.0801,0.00805,0.1380333,0.1290667,299.8085714,299.9785714,296.3328571,302.1,28,32.8,24.4,298.2,17.73428571,5.885714286,56.58,56.58,27.4,43.1,81.48285714,2.242857143
sj,1991,31,30/7/1991,,,0.1906429,0.1593286,299.8528571,299.9642857,296.4785714,302,28.57142857,33.3,25,298.3,17.87857143,6.342857143,48.41,48.41,34.39,18,81.89714286,2.3
sj,1991,32,6/8/1991,0.07315,0.1124,0.1925857,0.2093571,299.8314286,299.8642857,296.4685714,301.8,28.5,32.8,24.4,298.1,17.89571429,6.514285714,13.29,13.29,31.5,12.5,81.96,2.242857143
sj,1991,33,13/8/1991,0.0593,,0.1551,0.1567,300.42,300.65,296.4842857,302.8,29.42857143,33.3,25.6,298.7,17.91142857,5.471428571,0,0,20.4,3.3,79.19714286,2.185714286
sj,1991,34,20/8/1991,0.0569,0.09814,0.1285143,0.1437286,300.3114286,300.3857143,296.5814286,302.6,29.27142857,34.4,24.4,298.3,18.01142857,7.514285714,51.88,51.88,25.47,1.5,80.25571429,2.4
sj,1991,35,27/8/1991,0.0693,0.05705,0.22504,0.1864,300.1171429,300.2,296.67,302.3,28.15714286,32.2,23.9,298.6,18.09142857,7,55.2,55.2,23.8,10.7,81.59428571,2.371428571
sj,1991,36,3/9/1991,0.10805,0.091675,0.1398,0.1624143,300.1057143,300.15,296.7985714,302.3,28.94285714,34.4,24.4,298.4,18.26285714,7.542857143,65.9,65.9,42.33,27.2,82.31,2.128571429
sj,1991,37,10/9/1991,0.10475,0.1598333,0.11208,0.1446429,300.54,300.6357143,296.4514286,302.8,28.97142857,33.9,23.3,298.7,17.89571429,7.7,33.56,33.56,11.4,61,78.62714286,3.042857143
sj,1991,38,17/9/1991,0.1098,0.1527333,0.1685714,0.1688714,300.5271429,300.6,296.9014286,303,28.91428571,33.3,24.4,298.8,18.4,6.8,29.53,29.53,28.8,7.9,80.87714286,2.457142857
sj,1991,39,24/9/1991,0.1676,0.1489,0.1714286,0.2181429,300.06,300.05,296.59,302.4,28.14285714,32.8,24.4,298.2,18.04428571,6.685714286,73.55,73.55,77.5,31.8,81.42428571,2.071428571
sj,1991,40,1/10/1991,0.1291,0.16672,0.177,0.1955571,299.65,299.6928571,296.3971429,301.6,27.74285714,32.8,23.3,298.3,17.85,6.914285714,31.68,31.68,60,26.5,82.48571429,2.042857143
sj,1991,41,8/10/1991,0.093,0.093,0.1450833,0.1681667,299.5628571,299.6714286,295.8871429,302,27.65714286,31.7,22.8,297.6,17.34428571,6.614285714,32.1,32.1,55.1,8.3,80.51571429,2.257142857
sj,1991,42,15/10/1991,0.0137,0.12886,0.1090429,0.1070286,299.8971429,299.9214286,296.0185714,302,28.54285714,33.9,24.4,298.1,17.43142857,7.628571429,3.29,3.29,31.19,21.3,79.38285714,2.3
sj,1991,43,22/10/1991,0.1944,0.1186,0.1808143,0.1998714,299.8914286,299.9928571,295.4557143,302,27.82857143,32.8,23.3,298,16.85,7.085714286,50.24,50.24,12.6,3.5,76.77714286,2.814285714
sj,1991,44,29/10/1991,0.094,0.09665,0.1255667,0.1213167,299.9057143,299.9928571,295.9185714,302.4,28.11428571,32.8,24.4,298.1,17.37571429,7.257142857,72.61,72.61,26.83,4.8,78.98714286,3.042857143
sj,1991,45,5/11/1991,0.0544,0.05475,0.1121333,0.1193857,299.09,299.2785714,295.5671429,302.6,27.18571429,32.2,22.8,297.3,16.96714286,6.757142857,42.92,42.92,74.83,41.4,81.05857143,2.9
sj,1991,46,12/11/1991,0.0954,0.1114,0.1949429,0.1980571,298.6857143,298.7857143,295.6157143,301,26.65714286,31.1,22.2,297.4,17.06142857,6.742857143,78.73,78.73,72.7,28.2,83.51428571,1.971428571
sj,1991,47,19/11/1991,0.00825,0.028425,0.1387429,0.1796429,298.6985714,298.7071429,294.03,300.8,26.31428571,30,22.2,297.1,15.46,6.814285714,0,0,15.1,9.4,75.54857143,2.271428571
sj,1991,48,26/11/1991,0.08786667,0.1519,0.1796286,0.1661857,298.3757143,298.5,294.9385714,301.1,26.27142857,30,22.2,296.9,16.32285714,6.585714286,35.34,35.34,78.43,76.2,81.48571429,2.028571429
sj,1991,49,3/12/1991,0.0802,0.14025,0.1336286,0.1344571,298.6428571,298.8428571,294.9742857,300.5,26.72857143,30.6,23.3,297.7,16.34,6.057142857,0,0,35.1,19.6,80.27571429,1.8
sj,1991,50,10/12/1991,-0.02665,0.2128,0.2224143,0.2289429,298.5185714,298.5928571,294.5142857,300.2,25.61428571,29.4,21.7,297.3,15.88428571,5.857142857,0,0,26.8,34.2,78.62142857,2.014285714
sj,1991,51,17/12/1991,,0.04613333,0.1144,0.04045714,298.0842857,298.1357143,292.8657143,299.6,25,28.9,20.6,296.6,14.33571429,6.157142857,0,0,8.76,6.1,72.86142857,2.071428571
sj,1991,52,24/12/1991,0.12355,0.1237,0.1379333,0.1297556,296.5214286,296.5071429,292.0457143,299.2,24.35714286,28.3,19.4,294.3,13.63571429,6.185714286,0,0,19.3,13.7,76.12714286,2.214285714
sj,1992,1,1/1/1992,0.1251,0.1578667,0.1852833,0.1813667,,,,,,,,,,,,,,,,
sj,1992,2,8/1/1992,0.1008333,0.073575,0.1387143,0.1127857,297.9128571,298.1214286,294.4571429,300.4,25.65714286,30.6,20.6,296.1,15.87857143,7.5,200.85,200.85,18.3,58.2,81.3,2.3
sj,1992,3,15/1/1992,0.2224,0.2299,0.1984571,0.1994143,297.3385714,297.4857143,294.4671429,300.2,25.47142857,31.1,21.7,295.6,15.83285714,6.171428571,3.12,3.12,19.8,32.3,84.11714286,1.857142857
sj,1992,4,22/1/1992,0.1225333,0.13105,0.1888429,0.1688714,297.0914286,297.3357143,293.0214286,299.5,24.85714286,30.6,20,295.6,14.48285714,7.442857143,0,0,5.11,1.3,78.29142857,2.357142857
sj,1992,5,29/1/1992,,0.0483,0.1736714,0.1919286,297.42,297.55,292.7185714,299.3,24.8,28.9,20,295.5,14.18571429,6.585714286,0,0,6.5,9.2,75.22,2.442857143
sj,1992,6,5/2/1992,0.1016,0.0846,0.1117167,0.1879571,296.92,297.1285714,292.6171429,300.7,24.71428571,30.6,20,294.5,14.12285714,7.357142857,0,0,16.2,3,77.05857143,3.4
sj,1992,7,12/2/1992,,0.1305,0.1957429,0.1788571,297.7985714,298.0571429,294.65,300.2,26.02857143,32.2,20,295.3,16.06,6.571428571,,,20.1,1.3,82.87571429,2.2
sj,1992,8,19/2/1992,,0.1844667,0.1946143,0.2030571,297.8985714,298.1071429,293.6285714,300.1,25.75714286,33.9,21.7,296.3,15.01285714,7.385714286,,,4.4,8.9,77.29571429,2.585714286
sj,1992,9,26/2/1992,0.10705,0.0815,0.1652429,0.1630571,297.4728571,297.6785714,292.9671429,299.3,25.28571429,29.4,21.7,296.3,14.38142857,6.171428571,,,14.4,16,76.03714286,2.414285714
sj,1992,10,4/3/1992,,0.18218,0.1910857,0.1928571,297.6514286,297.8,293.3171429,299.8,25.65714286,31.1,20.6,295.7,14.70142857,7.814285714,0,0,5.5,2.9,76.87857143,2.314285714
sj,1992,11,11/3/1992,0.08685,0.09015,0.128,0.1551,297.6342857,297.7857143,293.54,299.6,25.78571429,31.7,21.7,296.1,14.94428571,7.757142857,23.22,23.22,12.6,5.9,78.05714286,2.514285714
sj,1992,12,18/3/1992,0.05305,0.08405,0.1417714,0.1345143,297.9471429,298.15,293.7085714,300.4,26.1,31.1,21.7,295.5,15.13571429,7.857142857,0,0,3.56,4.8,77.50571429,2.7
sj,1992,13,25/3/1992,,,0.1348429,0.1068,297.2185714,297.4285714,293.5785714,300.3,26.2,32.2,22.2,295.8,14.96857143,5.714285714,0,0,21,2.3,80.23857143,2.8
sj,1992,14,1/4/1992,0.09995,0.07765,0.1930667,0.1769,297.9828571,298.0714286,293.8842857,300.2,26.22857143,31.1,21.7,296,15.26428571,7.528571429,122.27,122.27,16.2,24.1,78.06714286,2.742857143
sj,1992,15,8/4/1992,0.1039,0.1315,0.1224714,0.1243857,298.6828571,298.8785714,294.1957143,301.6,26.98571429,32.8,21.7,295.9,15.61285714,7.842857143,43.21,43.21,11.1,0,76.37571429,3.614285714
sj,1992,16,15/4/1992,0.07515,0.09743333,0.1590286,0.1729857,297.8314286,298,294.9428571,300.4,26.81428571,31.7,22.8,296.6,16.32428571,5.885714286,83.11,83.11,70.6,24.5,84.18428571,2.142857143
sj,1992,17,22/4/1992,0.0922,0.1137,0.1514143,0.1548286,298.0885714,298.2571429,294.0485714,300.6,26.67142857,31.7,22.2,296.5,15.45285714,7.242857143,36.16,36.16,25.8,4.6,78.42571429,2.828571429
sj,1992,18,29/4/1992,0.0125,0.0635,0.07031429,0.08944286,298.1971429,298.5214286,293.4,302.1,27.37142857,33.9,23.3,295.6,14.9,6.5,0,0,4,1.6,74.93285714,3.614285714
sj,1992,19,6/5/1992,0.10875,0.2169,0.1823286,0.2073571,298.3357143,298.4428571,294.2214286,302.1,26.78571429,33.9,22.2,296,15.75,6.914285714,13.92,13.92,45,32,78.48,3
sj,1992,20,13/5/1992,0.101875,-0.0088,0.1420667,0.1259,298.3342857,298.5142857,294.2757143,300.4,27.44285714,31.1,22.8,296.4,15.68714286,5.957142857,2.94,2.94,27.5,8.1,78.38142857,2.228571429
sj,1992,21,20/5/1992,0.1024,0.0686,0.06238333,0.0574,298.4085714,298.5571429,295.7671429,301,27.85714286,32.8,23.3,296.8,17.23285714,6.771428571,71.85,71.85,570.5,22.1,85.64714286,2.714285714
sj,1992,22,27/5/1992,0.1215,,0.2191571,0.2130143,298.6157143,298.75,296.3342857,301.4,27.42857143,31.7,23.9,297,17.83285714,5.957142857,186.25,186.25,130.3,80.2,87.30142857,2.357142857
sj,1992,23,3/6/1992,0.12165,0.13995,0.1100857,0.1022286,299.1042857,299.2285714,296.5228571,301,27.5,31.7,22.8,297.8,17.99571429,6.914285714,42.24,42.24,50,103.9,85.82714286,2.114285714
sj,1992,24,10/6/1992,0.08395,0.0856,0.1023714,0.1117714,298.9014286,298.9642857,296.1542857,300.5,28.2,32.8,24.4,297.6,17.57,6.871428571,43.21,43.21,43.8,102.4,84.87,1.985714286
sj,1992,25,17/6/1992,0.10445,0.15315,0.1811571,0.1920857,298.9314286,298.9571429,296.0428571,301,28.28571429,32.8,24.4,297,17.44142857,6.742857143,52.07,52.07,37.1,29.8,84.24857143,2
sj,1992,26,24/6/1992,0.1302,0.1302,0.13938,0.11475,299.5685714,299.55,296.3842857,301.8,28.48571429,32.8,23.9,298,17.80714286,7.028571429,52.96,52.96,33.7,5.4,82.77714286,1.728571429
sj,1992,27,1/7/1992,0.1194,0.1439,0.1693286,0.1684714,300.1771429,300.3785714,296.2757143,301.8,29.22857143,33.3,25.6,298.3,17.66714286,6.642857143,10.74,10.74,10,3.1,79.33428571,2.271428571
sj,1992,28,8/7/1992,,0.192,0.1468571,0.1530714,300.2857143,300.5642857,296.1985714,302.2,28.72857143,32.8,24.4,298.7,17.56857143,6.614285714,1.86,1.86,5.4,1.8,78.49714286,2.785714286
sj,1992,29,15/7/1992,0.112,0.1255,0.14214,0.1825333,299.79,299.8285714,296.0528571,301.8,27.62857143,31.7,23.9,298,17.43,6.042857143,94.14,94.14,46.1,45.2,80.15,2
sj,1992,30,22/7/1992,-0.1396,0.05918,0.1371286,0.1288714,299.2271429,299.3714286,295.8757143,301.1,27.55714286,31.7,23.3,298,17.24857143,6.857142857,33.51,33.51,69.04,41,81.98428571,2.028571429
sj,1992,31,29/7/1992,0.0539,0.1261333,0.1337714,0.1499143,299.0257143,299.1071429,295.7457143,300.8,27.97142857,32.2,22.8,297.7,17.11428571,6.928571429,31.12,31.12,58.8,14.2,82.34571429,1.814285714
sj,1992,32,5/8/1992,0.152675,0.173275,0.1500429,0.1450571,299.7557143,299.9142857,296.1585714,301.5,28.07142857,31.7,23.3,297.6,17.54714286,6.1,59.22,59.22,27.1,16.6,80.78428571,2.428571429
sj,1992,33,12/8/1992,0.16395,0.12665,0.2150571,0.2192714,299.2157143,299.2214286,296.0071429,301.3,27.67142857,31.7,22.8,297.8,17.41571429,7.557142857,65.55,65.55,81.8,41.9,82.75,1.957142857
sj,1992,34,19/8/1992,0.1146,0.1368,0.1855857,0.1925714,299.4914286,299.7357143,296.2142857,301.9,28.21428571,33.9,24.4,298.3,17.60142857,6.928571429,68.22,68.22,61.6,42.7,82.31714286,2.242857143
